name,city,tagline,description,word_count,char_count
"Mise, Inc.",Austin,Next-generation POS system for bars and restaurants,"MISE is a Point of Sale system designed for the next generation of bars and restaurants, offering better POS functionality and integrated Front and Back of House management solutions at a fraction of the price of competing systems. MISE offers an interface optimized ...",7,51
StoryPress,Austin,Instagram of Stories,"StoryPress is a social network built on stories.  Similar to how Instagram is social network built on 
images or Vine on short movies.  Unlike other products though, StoryPress focuses on the power and 
authenticity of someones own voice and can even facilitate ...",3,20
Loopfirst,Austin,Social reviews for your business,Loopfirst gives you everything you need to reclaim the power of reviews. Get a customizeable review platform for your website with no hassle and at no cost. Give life back to reviews with Loopfirst.,5,32
LooksyTV,Austin,A Live Streaming Solutions Company,"LooksyTV is a search engine for the physical world. We stream live video from bars, restaurants, cafes, and gyms... just about any establishment in your city. From our app, you can search and filter establishments based on how busy they are. Then start playing ...",5,34
CoinTerra,Austin,Powering the Blockchain Ecosystem,"sign methodologies, advanced architectures, economies of scale and vertical integration enable ...",4,33
Whittle,Austin,Beautiful Content Exploration for Digital Publications,"Whittle is a beautiful, personalized content exploration platform for interactive, touch publications.  Whittle fuses in real-time with digital editions, extracting semantic data tags from within the edition based on a user’s topical interests.  Whittle then matches ...",6,54
Ziqqu,Austin,A faster way to think through your startup and get feedback.,"Ziqqu Forge is an online platform where founders can organize, share, and validate the key assertions of their startup. The high-level overview of a startup can be captured in about 10 minutes (similar to a business model canvas), yet the assertions of the business ...",11,60
SocialMatterz,Austin,Marketing Automation for Social Media,"SocialMatterz automates complex sales and marketing lead campaigns on social media. Currently, marketers are spending enormous amounts of time responding to social media leads. SocialMatterz automates the process by giving marketers the power to set up drip campaigns, ...",5,37
IntelliBright,Austin,Subscription Comprehensive Online Marketing Solution with Appointment Setting,ht generates new business online through conversion-optimized campaigns and websites to deliver phone and web leads to a call center which increases lead to sale conversions by having a trained staff set appointments ...,8,77
piq Chocolates,Austin,Custom shaped and personalized chocolates,"PIQ Chocolates creates custom shaped chocolates by combining the highest quality chocolate with the latest technologically advanced production techniques.  We strive to push the form factor possibilities of chocolate, providing a new platform of expression for ...",5,41
Huzzah,Austin,Motivational Mobile App,"Huzzah is a mobile game that motivates you to make the most out of your life. It’s one part life coach, one part journal and one part personal stat tracker – all built on a social platform that encourages you and your friends to make every day fun and rewarding.",3,23
luminate,Austin,HootSuite for Video,you are getting 20 times more views by using our service than ...,3,19
ActiveProspect,Austin,Marketing Automation Middleware,"ActiveProspect is a marketing automation middleware platform that instantly qualifies internet leads.   We help marketers automate their unique processes for acquiring qualified sales leads, building accurate email subscriber lists, and providing superior transparency ...",3,31
Besomebody,Austin,The World's Platform for Passion. #besomebody.,"We're creating the World's Platform for Passion - enabling people all over the world to explore, discover and unleash their passions through content, connections and experiences. The World isn't ORGANIZED by passion.We are changing that by pioneering what we believe ...",6,46
Isocline,Austin,High performance microchips,"ormance, energy-efficient ...",3,27
Sociometri,Austin,Social media pre-employment screening that does not invade a person's privacy,ployer insight ...,11,77
Atomic Axis,Austin,Disciplined based Mobile Solutions for Enterprise and Government.,"Atomic Axis focuses on mobile solutions across platforms including iOS, Android, Windows and mobile web.  From simple yet powerful customer facing apps to highly complex enterprise integration, Atomic Axis leverages experience, disciplined creative processes to ...",8,65
Empower Lounge,Austin,Inc. For Women Entrepreneurs,"en tap into the wisdom, resources, inspiration ...",4,28
ThankThankNotes,Austin,Help business automate sending handwritten notes to their customers using robots.,We help internet businesses who provide a tangible good (i.e. ink & toner sales) automate sending handwritten notes to their customers using robots.,11,81
Happybelly Box,Austin,Guten-free monthly subscription service & online shop,"Happybelly Box is a monthly subscription service and online shop for allergy-free foods. With the goal of connecting the ever growing and vast food allergy aware audience with healthy and delicious allergy-free foods, we intend to leverage the more than $30 billion ...",7,53
Rappora,Austin,The customer communication platform.,"Rappora has built a customer communication platform. Our platform enables direct communication during an active project between a business and its customers. Businesses can share a variety of different updates, and their customers may interact with the content ...",4,36
