Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
2421,TechCorp,Influencer,Women 35-44,60 days,Google Ads,0.15,"$6,280.00",5.95,New York,Spanish,867,1525,6,Health & Wellness,2021-08-19
2422,NexGen Systems,Social Media,Men 25-34,15 days,YouTube,0.08,"$14,086.00",7.24,Los Angeles,Mandarin,611,9682,6,Tech Enthusiasts,2021-08-20
2423,Alpha Innovations,Social Media,Women 35-44,30 days,Website,0.11,"$8,424.00",6.82,Chicago,French,905,1830,1,Outdoor Adventurers,2021-08-21
2424,TechCorp,Email,Men 18-24,60 days,Google Ads,0.1,"$13,931.00",6.6,Houston,Mandarin,110,5185,7,Outdoor Adventurers,2021-08-22
2425,Alpha Innovations,Email,Men 25-34,45 days,Google Ads,0.14,"$16,392.00",7.14,New York,German,189,1541,8,Outdoor Adventurers,2021-08-23
2426,Innovate Industries,Email,All Ages,45 days,Website,0.03,"$13,783.00",7.54,New York,French,583,2354,2,Tech Enthusiasts,2021-08-24
2427,Alpha Innovations,Display,Women 35-44,30 days,Website,0.04,"$16,261.00",5.31,Miami,Mandarin,328,5881,8,Health & Wellness,2021-08-25
2428,Innovate Industries,Email,Men 25-34,15 days,Email,0.03,"$7,667.00",7.42,Miami,Mandarin,819,7098,2,Foodies,2021-08-26
2429,NexGen Systems,Email,All Ages,15 days,YouTube,0.15,"$19,419.00",4.23,Los Angeles,German,840,3053,3,Tech Enthusiasts,2021-08-27
2430,Alpha Innovations,Email,Women 35-44,60 days,Google Ads,0.14,"$18,513.00",4.62,Chicago,Spanish,788,4863,4,Fashionistas,2021-08-28
2431,TechCorp,Social Media,All Ages,30 days,Google Ads,0.11,"$5,875.00",3.8,Houston,German,149,1298,10,Fashionistas,2021-08-29
2432,DataTech Solutions,Email,Men 25-34,30 days,Facebook,0.1,"$19,139.00",2.64,Houston,Spanish,471,6853,7,Foodies,2021-08-30
2433,Alpha Innovations,Email,Men 25-34,60 days,Facebook,0.08,"$6,294.00",5.21,Chicago,Spanish,772,5933,7,Tech Enthusiasts,2021-08-31
2434,DataTech Solutions,Influencer,Men 25-34,15 days,YouTube,0.12,"$5,428.00",4.64,Los Angeles,English,555,1846,10,Foodies,2021-09-01
2435,NexGen Systems,Influencer,Men 18-24,30 days,Email,0.09,"$12,822.00",6.78,Chicago,Mandarin,680,8082,9,Foodies,2021-09-02
2436,Alpha Innovations,Search,Women 35-44,30 days,Website,0.14,"$17,984.00",2.51,Chicago,German,384,7400,6,Tech Enthusiasts,2021-09-03
2437,NexGen Systems,Social Media,Women 35-44,15 days,YouTube,0.08,"$5,039.00",3.05,Houston,Spanish,341,1704,2,Foodies,2021-09-04
2438,Alpha Innovations,Email,Men 25-34,15 days,YouTube,0.05,"$7,201.00",6.46,New York,German,593,8374,10,Fashionistas,2021-09-05
2439,NexGen Systems,Social Media,Men 18-24,15 days,Instagram,0.09,"$7,383.00",5.92,Miami,Mandarin,839,3601,6,Fashionistas,2021-09-06
2440,NexGen Systems,Search,Women 35-44,15 days,Instagram,0.06,"$19,615.00",4.47,Los Angeles,German,815,1569,1,Fashionistas,2021-09-07
2441,DataTech Solutions,Search,Women 35-44,45 days,Facebook,0.07,"$10,956.00",6.84,Chicago,French,745,1233,5,Foodies,2021-09-08
2442,NexGen Systems,Search,All Ages,45 days,Facebook,0.02,"$14,633.00",2.3,Houston,Spanish,597,4928,7,Foodies,2021-09-09
2443,NexGen Systems,Email,Women 35-44,60 days,Facebook,0.15,"$14,581.00",2.49,Houston,Spanish,322,3915,9,Tech Enthusiasts,2021-09-10
2444,NexGen Systems,Display,Women 25-34,15 days,Google Ads,0.04,"$15,973.00",3.73,New York,Mandarin,372,1663,10,Outdoor Adventurers,2021-09-11
2445,TechCorp,Search,All Ages,15 days,Website,0.13,"$14,099.00",5.51,Houston,German,656,1807,4,Health & Wellness,2021-09-12
2446,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.06,"$9,245.00",6.71,Houston,English,510,3622,7,Foodies,2021-09-13
2447,DataTech Solutions,Influencer,Men 25-34,30 days,Website,0.1,"$5,589.00",7.1,Miami,Spanish,673,2845,7,Foodies,2021-09-14
2448,Innovate Industries,Email,Men 25-34,45 days,Instagram,0.01,"$7,254.00",6.45,Houston,French,679,5355,2,Outdoor Adventurers,2021-09-15
2449,TechCorp,Search,Women 25-34,60 days,Facebook,0.12,"$10,385.00",2.76,Chicago,English,261,7396,5,Foodies,2021-09-16
2450,TechCorp,Display,Men 18-24,30 days,Google Ads,0.06,"$17,863.00",2.66,Chicago,Spanish,928,8767,7,Outdoor Adventurers,2021-09-17
2451,DataTech Solutions,Social Media,Women 35-44,30 days,YouTube,0.08,"$5,818.00",4.07,Houston,Mandarin,218,5540,6,Tech Enthusiasts,2021-09-18
2452,DataTech Solutions,Social Media,Men 18-24,15 days,Facebook,0.03,"$14,079.00",4.62,Houston,Spanish,614,7574,9,Health & Wellness,2021-09-19
2453,Innovate Industries,Social Media,Women 35-44,30 days,Website,0.13,"$13,876.00",2.82,Houston,Mandarin,178,8660,3,Fashionistas,2021-09-20
2454,TechCorp,Display,Women 25-34,15 days,Email,0.08,"$8,372.00",5.83,New York,German,829,3254,3,Fashionistas,2021-09-21
2455,Alpha Innovations,Influencer,Women 25-34,60 days,Email,0.06,"$11,217.00",2.76,New York,German,997,9543,5,Outdoor Adventurers,2021-09-22
2456,DataTech Solutions,Search,Women 35-44,45 days,Google Ads,0.04,"$6,907.00",4.32,Houston,German,119,8560,1,Tech Enthusiasts,2021-09-23
2457,NexGen Systems,Social Media,All Ages,45 days,Instagram,0.02,"$16,708.00",4.87,Chicago,German,763,5547,8,Foodies,2021-09-24
2458,NexGen Systems,Search,Men 18-24,30 days,Instagram,0.04,"$15,315.00",2.18,Houston,English,286,1130,8,Health & Wellness,2021-09-25
2459,DataTech Solutions,Email,Men 18-24,15 days,YouTube,0.11,"$9,738.00",4.94,Los Angeles,Mandarin,643,7277,4,Fashionistas,2021-09-26
2460,NexGen Systems,Search,Women 35-44,15 days,Email,0.15,"$19,296.00",6.52,Los Angeles,German,153,9770,6,Outdoor Adventurers,2021-09-27
2461,TechCorp,Search,Men 25-34,15 days,Facebook,0.09,"$9,620.00",5.96,Los Angeles,German,579,8589,10,Outdoor Adventurers,2021-09-28
2462,TechCorp,Email,Women 35-44,45 days,Website,0.08,"$19,927.00",7.12,Miami,Mandarin,505,7462,8,Foodies,2021-09-29
2463,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.11,"$10,397.00",4.26,Houston,German,751,3465,7,Tech Enthusiasts,2021-09-30
2464,NexGen Systems,Search,Men 25-34,60 days,Instagram,0.08,"$6,860.00",5.14,New York,French,535,5785,10,Tech Enthusiasts,2021-10-01
2465,TechCorp,Influencer,All Ages,30 days,Facebook,0.11,"$12,911.00",2.88,Miami,German,785,6680,3,Foodies,2021-10-02
2466,NexGen Systems,Display,Men 25-34,15 days,YouTube,0.03,"$5,522.00",4.96,Miami,French,948,1188,2,Health & Wellness,2021-10-03
2467,Innovate Industries,Display,Women 25-34,45 days,Website,0.05,"$19,170.00",7.07,New York,English,611,1014,2,Foodies,2021-10-04
2468,Alpha Innovations,Social Media,Men 18-24,15 days,Facebook,0.12,"$11,904.00",3.99,Chicago,French,370,3574,6,Tech Enthusiasts,2021-10-05
2469,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.1,"$18,216.00",5.84,Miami,English,227,7082,9,Foodies,2021-10-06
2470,Innovate Industries,Display,Men 25-34,60 days,Website,0.1,"$12,918.00",7.93,Miami,French,653,4719,8,Outdoor Adventurers,2021-10-07
2471,Alpha Innovations,Display,Women 25-34,60 days,Instagram,0.05,"$18,803.00",5.13,Los Angeles,Spanish,974,6691,9,Fashionistas,2021-10-08
2472,Alpha Innovations,Display,All Ages,15 days,Facebook,0.07,"$11,555.00",6.4,Houston,English,651,4644,8,Health & Wellness,2021-10-09
2473,TechCorp,Email,Men 18-24,45 days,Google Ads,0.13,"$9,568.00",5.89,Los Angeles,German,687,2451,2,Foodies,2021-10-10
2474,Alpha Innovations,Display,Men 18-24,60 days,Instagram,0.11,"$5,667.00",6.86,Los Angeles,Mandarin,852,2667,7,Tech Enthusiasts,2021-10-11
2475,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.07,"$6,459.00",6.63,Chicago,English,686,4450,8,Health & Wellness,2021-10-12
2476,NexGen Systems,Social Media,Men 25-34,45 days,YouTube,0.14,"$13,236.00",5.53,Miami,German,586,4517,7,Fashionistas,2021-10-13
2477,Innovate Industries,Email,Men 18-24,30 days,YouTube,0.03,"$5,284.00",5.03,Chicago,Mandarin,952,2557,4,Health & Wellness,2021-10-14
2478,TechCorp,Email,All Ages,30 days,Email,0.06,"$18,946.00",4.19,Los Angeles,Spanish,879,7338,9,Tech Enthusiasts,2021-10-15
2479,Alpha Innovations,Social Media,Women 25-34,30 days,YouTube,0.03,"$12,166.00",7.37,Miami,Mandarin,300,3630,3,Outdoor Adventurers,2021-10-16
2480,NexGen Systems,Influencer,All Ages,45 days,YouTube,0.1,"$9,712.00",7.81,Chicago,German,561,4344,2,Foodies,2021-10-17
2481,Alpha Innovations,Search,Men 25-34,30 days,Instagram,0.07,"$15,297.00",3.39,New York,Spanish,183,9524,2,Health & Wellness,2021-10-18
2482,Innovate Industries,Display,Men 18-24,30 days,Google Ads,0.01,"$14,634.00",7.6,New York,German,940,1243,2,Tech Enthusiasts,2021-10-19
2483,Alpha Innovations,Email,Men 18-24,60 days,Facebook,0.09,"$8,872.00",2.43,Houston,French,712,7928,2,Health & Wellness,2021-10-20
2484,Innovate Industries,Search,Women 25-34,30 days,Facebook,0.1,"$17,961.00",7.3,Chicago,Spanish,875,4868,8,Tech Enthusiasts,2021-10-21
2485,TechCorp,Search,Men 18-24,30 days,YouTube,0.05,"$17,712.00",5.38,Los Angeles,Mandarin,924,3447,8,Health & Wellness,2021-10-22
2486,TechCorp,Email,Men 25-34,45 days,YouTube,0.05,"$7,211.00",5.06,Chicago,Mandarin,161,1661,7,Health & Wellness,2021-10-23
2487,Alpha Innovations,Email,All Ages,30 days,Facebook,0.13,"$16,166.00",4.0,Los Angeles,English,664,3530,9,Foodies,2021-10-24
2488,NexGen Systems,Search,All Ages,45 days,Email,0.12,"$10,873.00",7.18,Los Angeles,German,826,2108,9,Tech Enthusiasts,2021-10-25
2489,TechCorp,Display,Men 18-24,60 days,Google Ads,0.09,"$12,825.00",7.6,Los Angeles,German,531,7957,6,Tech Enthusiasts,2021-10-26
2490,Alpha Innovations,Search,Women 25-34,45 days,Facebook,0.06,"$16,406.00",7.64,New York,German,454,5999,10,Outdoor Adventurers,2021-10-27
2491,DataTech Solutions,Display,Men 18-24,45 days,YouTube,0.05,"$17,330.00",5.51,Houston,French,435,3117,8,Tech Enthusiasts,2021-10-28
2492,DataTech Solutions,Social Media,Women 25-34,45 days,Instagram,0.08,"$6,572.00",6.25,Chicago,English,984,9489,2,Foodies,2021-10-29
2493,Alpha Innovations,Influencer,Women 25-34,30 days,Facebook,0.05,"$19,250.00",5.26,Chicago,German,689,3943,9,Foodies,2021-10-30
2494,TechCorp,Search,Women 35-44,15 days,Website,0.02,"$6,872.00",5.92,Los Angeles,English,237,6796,8,Health & Wellness,2021-10-31
2495,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.06,"$12,642.00",6.4,Los Angeles,German,123,6874,9,Outdoor Adventurers,2021-11-01
2496,Alpha Innovations,Search,Men 25-34,45 days,Facebook,0.09,"$18,543.00",5.98,Chicago,Mandarin,892,4594,2,Fashionistas,2021-11-02
2497,Alpha Innovations,Email,Men 18-24,45 days,YouTube,0.14,"$19,586.00",7.22,New York,Mandarin,185,2494,1,Health & Wellness,2021-11-03
2498,DataTech Solutions,Display,Men 18-24,30 days,Facebook,0.03,"$15,818.00",6.56,Los Angeles,Mandarin,298,5285,9,Tech Enthusiasts,2021-11-04
2499,Alpha Innovations,Influencer,Men 25-34,60 days,Instagram,0.1,"$13,998.00",2.65,New York,Spanish,163,7555,7,Foodies,2021-11-05
2500,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.04,"$15,483.00",5.08,Miami,German,482,6460,4,Outdoor Adventurers,2021-11-06
2501,Innovate Industries,Display,Men 18-24,60 days,Website,0.1,"$13,107.00",7.32,Miami,Mandarin,787,8888,9,Health & Wellness,2021-11-07
2502,TechCorp,Display,Women 35-44,30 days,Email,0.1,"$7,411.00",3.44,New York,Mandarin,304,9081,4,Tech Enthusiasts,2021-11-08
2503,TechCorp,Search,Women 35-44,15 days,YouTube,0.06,"$12,384.00",4.63,Miami,Spanish,135,3631,4,Outdoor Adventurers,2021-11-09
2504,NexGen Systems,Display,All Ages,15 days,Facebook,0.06,"$16,012.00",5.7,Houston,French,319,1057,2,Foodies,2021-11-10
2505,DataTech Solutions,Social Media,Women 35-44,60 days,Website,0.04,"$12,559.00",6.84,Los Angeles,Mandarin,877,8529,9,Health & Wellness,2021-11-11
2506,TechCorp,Display,Men 25-34,60 days,Google Ads,0.08,"$15,037.00",7.22,Chicago,Spanish,528,6433,4,Tech Enthusiasts,2021-11-12
2507,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.07,"$19,215.00",3.35,New York,German,262,5525,10,Foodies,2021-11-13
2508,DataTech Solutions,Search,Men 18-24,15 days,Website,0.07,"$19,140.00",2.89,Houston,French,690,4040,4,Fashionistas,2021-11-14
2509,DataTech Solutions,Email,Men 25-34,15 days,Google Ads,0.07,"$18,569.00",6.68,New York,English,700,1827,1,Fashionistas,2021-11-15
2510,Alpha Innovations,Email,Women 25-34,15 days,Facebook,0.11,"$12,858.00",7.96,Houston,Mandarin,757,1534,7,Tech Enthusiasts,2021-11-16
2511,NexGen Systems,Search,Women 25-34,45 days,Email,0.1,"$5,789.00",5.26,Chicago,French,723,1413,1,Foodies,2021-11-17
2512,Innovate Industries,Email,Men 25-34,45 days,YouTube,0.04,"$5,268.00",7.06,New York,Mandarin,810,4169,6,Outdoor Adventurers,2021-11-18
2513,NexGen Systems,Influencer,Women 25-34,30 days,Email,0.12,"$6,817.00",6.33,Houston,Mandarin,707,6568,2,Fashionistas,2021-11-19
2514,NexGen Systems,Search,Men 25-34,60 days,Google Ads,0.04,"$14,062.00",7.34,Houston,French,454,7695,8,Fashionistas,2021-11-20
2515,TechCorp,Display,Men 25-34,60 days,Email,0.12,"$15,221.00",2.05,Chicago,German,917,4527,3,Fashionistas,2021-11-21
2516,NexGen Systems,Influencer,Women 35-44,30 days,Website,0.14,"$12,232.00",6.41,New York,English,626,9851,7,Foodies,2021-11-22
2517,Innovate Industries,Display,All Ages,45 days,YouTube,0.12,"$5,958.00",2.59,Los Angeles,English,828,3551,9,Health & Wellness,2021-11-23
2518,TechCorp,Display,Men 25-34,60 days,Website,0.03,"$5,398.00",3.1,Chicago,French,153,9517,3,Health & Wellness,2021-11-24
2519,NexGen Systems,Email,Women 35-44,15 days,Website,0.12,"$9,548.00",6.02,Houston,English,899,3715,9,Foodies,2021-11-25
2520,Innovate Industries,Influencer,Women 35-44,45 days,Facebook,0.14,"$14,064.00",7.9,Houston,French,584,9157,5,Foodies,2021-11-26
2521,TechCorp,Email,All Ages,60 days,Facebook,0.04,"$15,933.00",7.12,Miami,English,282,1479,5,Health & Wellness,2021-11-27
2522,DataTech Solutions,Email,Men 25-34,60 days,Facebook,0.06,"$10,076.00",2.9,New York,German,630,9179,4,Fashionistas,2021-11-28
2523,DataTech Solutions,Email,Men 18-24,60 days,Instagram,0.13,"$17,684.00",6.11,Los Angeles,French,928,2958,1,Fashionistas,2021-11-29
2524,DataTech Solutions,Influencer,Women 25-34,45 days,Email,0.04,"$13,320.00",3.84,Houston,French,151,2207,1,Fashionistas,2021-11-30
2525,TechCorp,Email,Men 25-34,45 days,Facebook,0.09,"$8,611.00",6.31,Chicago,Mandarin,450,1936,2,Outdoor Adventurers,2021-12-01
2526,TechCorp,Influencer,All Ages,60 days,YouTube,0.05,"$15,886.00",4.4,Houston,Mandarin,748,7670,6,Fashionistas,2021-12-02
2527,TechCorp,Email,Women 35-44,45 days,Website,0.1,"$5,755.00",6.47,New York,Spanish,749,9719,1,Fashionistas,2021-12-03
2528,DataTech Solutions,Social Media,Women 25-34,45 days,Website,0.06,"$15,732.00",7.78,Miami,French,730,1487,3,Health & Wellness,2021-12-04
2529,NexGen Systems,Display,Men 25-34,45 days,Email,0.07,"$12,207.00",6.33,New York,Spanish,441,5181,10,Health & Wellness,2021-12-05
2530,Alpha Innovations,Influencer,Women 35-44,15 days,Website,0.03,"$11,746.00",7.12,New York,German,743,8149,1,Fashionistas,2021-12-06
2531,NexGen Systems,Display,Women 25-34,60 days,Website,0.02,"$18,051.00",2.67,Chicago,English,923,2527,8,Foodies,2021-12-07
2532,Innovate Industries,Display,Women 25-34,30 days,YouTube,0.06,"$11,711.00",2.73,Miami,English,770,8512,2,Foodies,2021-12-08
2533,Innovate Industries,Display,Men 25-34,30 days,Website,0.05,"$10,113.00",3.53,New York,English,561,9183,2,Outdoor Adventurers,2021-12-09
2534,Alpha Innovations,Search,All Ages,15 days,Website,0.09,"$15,370.00",6.41,New York,Mandarin,194,9244,6,Foodies,2021-12-10
2535,DataTech Solutions,Display,All Ages,60 days,Email,0.1,"$18,592.00",6.37,New York,Spanish,497,4851,3,Tech Enthusiasts,2021-12-11
2536,NexGen Systems,Influencer,Women 25-34,45 days,Google Ads,0.04,"$18,587.00",3.23,Miami,Mandarin,535,7051,9,Tech Enthusiasts,2021-12-12
2537,Alpha Innovations,Search,Women 35-44,30 days,Instagram,0.11,"$8,337.00",6.37,Los Angeles,English,294,4158,5,Outdoor Adventurers,2021-12-13
2538,TechCorp,Email,All Ages,30 days,Website,0.03,"$8,538.00",2.34,Chicago,French,995,6249,8,Health & Wellness,2021-12-14
2539,DataTech Solutions,Social Media,Men 25-34,45 days,Facebook,0.07,"$16,461.00",5.86,Los Angeles,English,493,7571,7,Outdoor Adventurers,2021-12-15
2540,NexGen Systems,Social Media,Men 18-24,60 days,Facebook,0.12,"$18,504.00",7.98,Miami,Mandarin,178,2945,10,Foodies,2021-12-16
2541,TechCorp,Social Media,Women 25-34,60 days,YouTube,0.11,"$8,070.00",2.59,New York,French,874,2464,6,Foodies,2021-12-17
2542,DataTech Solutions,Social Media,Men 25-34,15 days,YouTube,0.07,"$17,632.00",4.44,Miami,English,331,8725,1,Tech Enthusiasts,2021-12-18
2543,Alpha Innovations,Search,Women 25-34,60 days,YouTube,0.08,"$8,475.00",2.51,Los Angeles,Spanish,715,3907,3,Tech Enthusiasts,2021-12-19
2544,Alpha Innovations,Search,Men 25-34,45 days,Google Ads,0.03,"$7,723.00",7.34,New York,Mandarin,849,4399,6,Fashionistas,2021-12-20
2545,NexGen Systems,Search,Women 25-34,30 days,Instagram,0.08,"$12,332.00",7.03,Houston,Mandarin,433,3727,8,Foodies,2021-12-21
2546,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.09,"$17,032.00",3.51,Chicago,Mandarin,937,1223,1,Health & Wellness,2021-12-22
2547,Alpha Innovations,Search,Women 35-44,60 days,Instagram,0.1,"$14,247.00",5.83,Chicago,Spanish,806,2322,4,Foodies,2021-12-23
2548,TechCorp,Influencer,Men 18-24,45 days,Google Ads,0.12,"$7,611.00",5.61,Chicago,German,448,8154,5,Health & Wellness,2021-12-24
2549,DataTech Solutions,Influencer,All Ages,60 days,YouTube,0.11,"$5,274.00",4.89,Houston,German,578,5464,4,Foodies,2021-12-25
2550,TechCorp,Email,Men 18-24,60 days,Instagram,0.02,"$6,884.00",2.51,Houston,English,489,8299,4,Health & Wellness,2021-12-26
2551,Innovate Industries,Display,Women 25-34,30 days,Instagram,0.14,"$13,877.00",5.22,Houston,Mandarin,153,8151,6,Foodies,2021-12-27
2552,NexGen Systems,Influencer,Women 35-44,15 days,YouTube,0.14,"$9,261.00",5.59,Miami,English,717,1473,10,Tech Enthusiasts,2021-12-28
2553,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.13,"$11,621.00",7.73,Houston,German,841,6327,4,Health & Wellness,2021-12-29
2554,DataTech Solutions,Email,All Ages,30 days,Website,0.11,"$5,969.00",5.85,New York,French,242,2653,9,Foodies,2021-12-30
2555,Innovate Industries,Email,Men 25-34,60 days,Website,0.04,"$14,823.00",4.94,Los Angeles,English,390,4841,2,Foodies,2021-12-31
2556,DataTech Solutions,Display,Men 25-34,15 days,Facebook,0.14,"$5,905.00",5.3,Miami,Spanish,858,6286,9,Fashionistas,2021-01-01
2557,NexGen Systems,Search,All Ages,60 days,Google Ads,0.03,"$6,671.00",7.49,Chicago,French,205,5456,1,Fashionistas,2021-01-02
2558,Innovate Industries,Social Media,Men 25-34,60 days,Google Ads,0.12,"$8,323.00",4.21,New York,Spanish,529,8603,8,Fashionistas,2021-01-03
2559,NexGen Systems,Search,All Ages,15 days,Email,0.08,"$19,656.00",4.36,Houston,Spanish,505,6759,8,Outdoor Adventurers,2021-01-04
2560,NexGen Systems,Display,Men 25-34,15 days,Instagram,0.13,"$9,755.00",3.64,Chicago,Spanish,483,2005,6,Foodies,2021-01-05
2561,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.1,"$7,016.00",6.38,Houston,German,332,9967,9,Fashionistas,2021-01-06
2562,TechCorp,Display,All Ages,30 days,YouTube,0.08,"$6,098.00",5.45,Los Angeles,Spanish,925,5747,8,Foodies,2021-01-07
2563,DataTech Solutions,Search,Men 18-24,15 days,Facebook,0.04,"$7,328.00",5.83,Miami,Mandarin,191,7371,3,Foodies,2021-01-08
2564,TechCorp,Influencer,Women 35-44,45 days,YouTube,0.07,"$7,477.00",6.9,Chicago,German,840,2772,6,Fashionistas,2021-01-09
2565,TechCorp,Influencer,Women 35-44,30 days,Facebook,0.1,"$17,624.00",2.93,New York,Mandarin,962,6010,7,Tech Enthusiasts,2021-01-10
2566,DataTech Solutions,Display,All Ages,30 days,Google Ads,0.09,"$19,479.00",6.86,Chicago,Spanish,193,9863,10,Fashionistas,2021-01-11
2567,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.13,"$7,259.00",3.21,Chicago,French,430,7516,4,Outdoor Adventurers,2021-01-12
2568,DataTech Solutions,Display,All Ages,30 days,Email,0.11,"$16,424.00",2.51,Los Angeles,Mandarin,407,6616,5,Health & Wellness,2021-01-13
2569,Alpha Innovations,Display,Women 25-34,30 days,Email,0.06,"$16,861.00",2.56,New York,French,471,4758,2,Outdoor Adventurers,2021-01-14
2570,NexGen Systems,Display,Men 25-34,30 days,Facebook,0.15,"$9,178.00",6.0,New York,French,678,2999,4,Outdoor Adventurers,2021-01-15
2571,NexGen Systems,Social Media,Women 25-34,15 days,Website,0.13,"$10,519.00",3.3,Houston,French,877,9053,10,Fashionistas,2021-01-16
2572,TechCorp,Search,Men 18-24,15 days,Website,0.03,"$18,937.00",5.7,Chicago,English,117,4801,8,Health & Wellness,2021-01-17
2573,NexGen Systems,Search,Women 35-44,45 days,Google Ads,0.1,"$8,730.00",4.22,Houston,French,661,1485,7,Health & Wellness,2021-01-18
2574,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.11,"$15,988.00",5.52,Chicago,French,516,5914,8,Outdoor Adventurers,2021-01-19
2575,TechCorp,Search,Women 35-44,30 days,YouTube,0.12,"$6,598.00",3.76,Chicago,German,195,2047,10,Health & Wellness,2021-01-20
2576,Alpha Innovations,Social Media,Women 25-34,45 days,Facebook,0.05,"$9,029.00",6.47,Los Angeles,French,885,5769,7,Tech Enthusiasts,2021-01-21
2577,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.09,"$10,673.00",2.08,Los Angeles,Spanish,357,9849,8,Health & Wellness,2021-01-22
